source,target,relation
1481,9841,0
1481,9718,0
1481,11484,0
1482,476,0
1482,9919,0
1482,11421,0
1482,267,0
1482,782,0
1482,6166,0
1482,11485,0
1482,1483,1
1482,1484,1
1482,292,1
1485,11429,0
1485,9851,0
1485,9822,0
1485,9635,0
1485,221,0
1486,1487,1
1486,10056,0
1486,9707,0
1486,112,0
1486,10465,0
1486,9792,0
1486,10728,0
1486,9713,0
1486,9825,0
1486,11486,0
1486,20,0
1488,1488,1
1488,11487,0
1488,112,0
1488,9792,0
1488,11486,0
1488,9708,0
1488,9707,0
1488,9894,0
1488,9956,0
1489,1490,1
1489,11488,0
1489,11005,0
1489,10157,0
1489,10563,0
1489,1387,0
334,230,1
334,10251,0
334,51,0
334,9707,0
334,3,0
334,91,0
334,11489,0
334,9706,0
334,11490,0
334,11491,0
1491,113,1
1491,9753,0
1491,9706,0
1491,11492,0
1491,9722,0
1491,91,0
1492,112,1
1492,3,0
1492,112,0
1492,9707,0
1492,9706,0
1492,9713,0
1492,9714,0
1493,104,1
1493,9936,0
1493,9738,0
1493,16,0
1493,10301,0
1493,9707,0
1494,602,1
1494,11493,0
1494,9962,0
1494,9706,0
1494,602,0
1494,11494,0
1494,11437,0
1495,442,1
1495,9943,0
1495,10393,0
1495,1066,0
1495,9821,0
1495,10317,0
1495,9707,0
1495,494,0
1495,9753,0
1495,9718,0
1495,9714,0
1496,9764,0
1496,9731,0
1496,9746,0
1496,9769,0
1496,9720,0
1496,9718,0
1496,9803,0
1496,152,1
1497,1498,1
1497,9723,0
1497,9792,0
1497,5268,0
1499,258,1
1499,377,1
1499,95,1
1499,89,0
1499,95,0
1499,276,0
1499,9708,0
1499,10131,0
1499,9920,0
1499,10036,0
1499,377,0
1499,10045,0
1499,10699,0
1500,41,1
1500,9707,0
1500,9780,0
1500,10307,0
1500,9847,0
1500,10237,0
1500,112,0
1500,10482,0
1500,9834,0
1501,350,1
1501,169,0
1501,10153,0
1501,9705,0
1502,136,1
1502,10086,0
1502,9736,0
1502,9714,0
1502,9706,0
1502,9707,0
1502,10699,0
1502,9705,0
1502,9894,0
1502,169,0
1487,9822,0
1487,112,0
1487,5278,0
1487,9706,0
1487,9707,0
1487,96,0
1487,10683,0
1487,11486,0
1487,3,1
1487,2,1
1503,219,1
1503,89,1
1503,260,1
1503,270,1
1503,262,1
1503,484,1
1503,245,1
1503,54,1
1503,239,0
1503,9944,0
1503,146,0
1503,9707,0
1503,9969,0
1498,203,1
1498,9944,0
1498,9707,0
1498,10036,0
1498,5268,0
1498,169,0
1498,9999,0
1498,1415,0
1498,9723,0
1498,1869,0
1498,89,0
229,9723,0
229,11495,0
229,9737,0
229,11496,0
229,9732,0
229,5350,0
229,11497,0
229,11498,0
229,9753,0
229,31,1
229,113,1
229,94,1
229,91,1
229,230,1
229,141,1
229,8,1
1504,109,1
1504,10207,0
1504,10411,0
1504,9707,0
1504,9753,0
1504,9785,0
1504,10087,0
1504,239,0
1504,9971,0
1504,10100,0
1504,10020,0
312,10066,0
312,10740,0
312,239,0
312,95,0
312,9707,0
312,296,0
312,10207,0
312,9722,0
312,74,1
312,195,1
312,51,1
312,1505,1
312,112,1
312,91,1
312,95,1
312,507,1
312,37,1
1506,95,1
1506,1504,0
1506,9707,0
1506,10050,0
1506,9785,0
1506,10066,0
1506,239,0
1506,10090,0
1506,10088,0
1506,10313,0
1506,9705,0
1507,11499,0
1507,9718,0
1507,91,0
1507,11500,0
1507,11501,0
1507,9785,0
1507,10050,0
1507,9971,0
1507,9707,0
1507,1505,1
1507,38,1
1507,317,1
1507,517,1
1507,20,1
1507,144,1
1507,100,1
1507,169,1
1507,261,1
1507,91,1
1507,95,1
1507,270,1
1507,51,1
1507,52,1
1507,318,1
1508,95,1
1508,10154,0
1508,670,0
1508,250,0
1508,11502,0
1508,3,0
1508,270,0
1508,1281,0
1508,10699,0
1508,9707,0
1509,9903,0
1509,11503,0
1509,9961,0
1509,9972,0
1509,11504,0
1509,10123,0
1509,9776,0
1509,9738,0
1509,9707,0
1509,1510,1
1509,41,1
1509,95,1
1509,12,1
1509,89,1
136,602,1
136,9773,0
136,602,0
136,9859,0
136,9705,0
136,9717,0
136,1869,0
136,9863,0
1511,279,1
1511,52,1
1511,9999,0
1511,11505,0
1511,9944,0
1511,9753,0
1511,112,0
1511,146,0
1511,10034,0
618,46,1
618,10153,0
618,10359,0
618,10100,0
618,9718,0
618,11165,0
618,10425,0
618,670,0
618,10317,0
618,11506,0
618,11507,0
618,9929,0
1512,75,1
1512,10204,0
1512,9888,0
1512,10334,0
1512,11508,0
1512,11463,0
1512,9741,0
1512,9956,0
1512,10204,0
1512,9807,0
1504,729,0
1504,9707,0
1504,10178,0
1504,9785,0
1504,10024,0
1504,9727,0
1504,239,0
1504,10050,0
1504,10010,0
1504,318,1
1513,251,0
1513,9707,0
1513,9847,0
1513,9944,0
1513,9741,0
1513,530,0
1513,9863,0
1513,9731,0
1513,9705,0
1513,9714,0
1513,317,1
1514,112,1
1514,11509,0
1514,9807,0
1514,9956,0
1514,392,0
1514,9995,0
1514,8884,0
1514,9776,0
1514,9969,0
1514,9994,0
1514,11510,0
1515,49,1
1515,11511,0
1515,11512,0
1515,9706,0
1515,9822,0
1515,7745,0
284,949,1
284,219,1
284,239,0
284,10050,0
284,10066,0
284,476,0
284,296,0
284,709,0
284,11513,0
284,9707,0
284,9999,0
284,9753,0
284,9822,0
1516,331,1
1516,11514,0
1516,9719,0
1516,9776,0
1516,9836,0
1516,1948,0
1516,9705,0
1516,11515,0
1516,11516,0
1516,10157,0
1516,405,0
1517,617,1
1517,230,1
1517,24,0
1517,441,0
1517,10307,0
1517,9736,0
1517,10328,0
1517,10299,0
1517,9731,0
1517,709,0
1517,476,0
1517,9707,0
419,270,1
419,10922,0
419,9971,0
419,9708,0
419,10171,0
419,9707,0
419,9713,0
419,9911,0
419,9955,0
419,9944,0
419,270,0
1518,49,1
1518,1514,0
1518,11517,0
1518,11518,0
1518,11505,0
1518,9706,0
1519,20,1
1519,10229,0
1519,9825,0
1519,95,0
1519,333,0
1519,10449,0
1519,8884,0
1519,91,0
1519,9717,0
277,95,0
277,10045,0
277,377,0
277,9708,0
277,11519,0
277,276,0
277,9707,0
277,10131,0
277,10123,0
277,9998,0
277,38,1
277,31,1
277,95,1
277,3,1
277,102,1
277,251,1
277,89,1
277,49,1
277,1110,1
335,377,1
335,242,1
335,250,1
335,230,1
335,244,1
335,9707,0
335,95,0
335,9920,0
335,377,0
335,10069,0
335,9998,0
335,9708,0
335,10123,0
335,276,0
1520,261,1
1520,9920,0
1520,9944,0
1520,9714,0
1520,4865,0
1520,9923,0
1500,1521,1
1500,9822,0
1500,10620,0
1500,11432,0
1500,11520,0
1500,276,0
1500,9717,0
1500,10123,0
1522,320,1
1522,296,0
1522,10146,0
1522,9773,0
1522,10485,0
1522,11521,0
1522,11353,0
1522,10098,0
1522,9963,0
1522,9866,0
1522,91,0
1521,112,1
1521,9706,0
1521,9705,0
1521,9751,0
1521,9738,0
1523,169,1
1523,51,0
1523,11522,0
1523,169,0
1523,9706,0
1523,9777,0
1523,9753,0
1523,91,0
1523,8735,0
1523,9866,0
1524,306,1
1524,2380,0
1524,7554,0
1524,405,0
1524,9976,0
1524,2056,0
1524,9232,0
1525,1526,1
1525,9792,0
1525,11523,0
1525,11524,0
1525,1079,0
1525,11071,0
1527,47,1
1527,8228,0
1527,47,0
1527,20,0
1527,1083,0
1527,349,0
1527,11411,0
1527,10956,0
1527,9822,0
1527,9718,0
1527,9719,0
1528,1070,1
1528,9832,0
1528,10548,0
1528,670,0
1528,20,0
1528,9719,0
1528,47,0
1528,8228,0
1528,9718,0
1529,1068,1
1529,11019,0
1529,10956,0
1529,11525,0
1529,9719,0
1530,1531,1
1530,11526,0
1530,11004,0
1530,9758,0
1530,11527,0
1530,11528,0
1532,1533,1
1532,11529,0
1532,147,0
1532,11530,0
1532,20,0
1534,976,1
1534,11531,0
1534,11532,0
1534,1901,0
1534,10730,0
1534,2428,0
1534,9976,0
1534,1447,0
1534,11533,0
1534,10838,0
1528,163,1
1528,10798,0
1528,10838,0
1528,9943,0
1528,10548,0
1528,10595,0
1528,9718,0
1535,1068,1
1535,10459,0
1535,718,0
1535,10133,0
1535,10964,0
1535,10728,0
1535,3364,0
1535,145,0
1536,1070,1
1536,10056,0
1536,11534,0
1536,349,0
1536,9718,0
1537,1151,1
1537,93,0
1537,273,0
1537,9717,0
1537,47,0
1538,745,1
1538,8228,0
1538,9719,0
1538,530,0
1538,11535,0
1538,341,0
1538,9817,0
1538,10580,0
1538,341,0
1538,147,0
1538,341,0
287,84,1
287,1539,1
287,1540,1
287,287,1
287,9822,0
287,10006,0
287,530,0
287,1539,0
287,147,0
287,11536,0
287,9707,0
287,8228,0
287,10234,0
287,20,0
1541,11511,0
1541,11537,0
1541,11526,0
1541,1040,1
1242,10801,0
1242,782,0
1242,9971,0
1242,9706,0
1242,11538,0
1242,9851,0
1242,11539,0
1242,718,1
1242,1214,1
1242,987,1
1242,338,1
1242,701,1
1242,1083,1
1242,1542,1
1242,1242,1
1543,1045,1
1543,11526,0
1543,10221,0
1543,11118,0
1543,11540,0
1544,11541,0
1544,11540,0
1544,11118,0
1544,1544,0
1544,11398,0
1544,10221,0
1544,11526,0
1544,922,1
1545,1045,1
1545,11542,0
1545,10152,0
1545,9719,0
1545,11543,0
1545,10492,0
1545,11004,0
1545,10557,0
1545,441,0
1545,9707,0
1545,1387,0
1546,1547,1
1546,11526,0
1546,10496,0
1546,1040,0
1546,10993,0
1546,10221,0
1548,1040,1
1548,11544,0
1548,4109,0
1548,11528,0
1548,11526,0
1548,10993,0
1548,11545,0
1549,441,0
1549,11180,0
1549,11546,0
1549,8581,0
1549,10407,0
1549,10221,0
1549,10335,0
1549,10992,0
1549,9719,0
1549,10728,0
1549,709,0
1549,1040,1
1550,1040,1
1550,10221,0
1550,11526,0
1550,11180,0
1550,10728,0
1550,11542,0
1550,11004,0
1550,9705,0
1550,11547,0
1550,9719,0
1551,1552,1
1551,9705,0
1551,9752,0
1551,9717,0
1551,1079,0
1551,11007,0
1551,9719,0
1551,10728,0
1551,9707,0
1551,11004,0
1553,1118,1
1553,11526,0
1553,10486,0
1553,10221,0
1553,9706,0
1554,1545,1
1554,1557,0
1554,4109,0
1554,10002,0
1554,765,0
1554,11004,0
1554,11255,0
1554,11526,0
1554,1145,0
1554,10486,0
1554,10221,0
1555,341,1
1555,147,0
1556,47,1
1556,9851,0
1556,267,0
1556,10921,0
1556,4645,0
1556,9807,0
1556,10727,0
1556,145,0
1556,20,0
1556,8228,0
1556,476,0
1557,11180,0
1557,11548,0
1557,11004,0
1557,10728,0
1557,11549,0
1557,11542,0
1557,11550,0
1557,11551,0
1557,10088,0
1557,11552,0
1557,10221,0
1557,1040,1
594,1100,1
594,16,1
594,1071,1
594,1558,1
594,9719,0
594,9717,0
594,10993,0
594,11553,0
594,10728,0
594,11004,0
594,11554,0
594,9752,0
1145,1559,1
1145,1560,1
1145,1040,1
1145,10853,0
1145,11555,0
1145,11556,0
1145,11557,0
892,1068,1
892,1387,0
892,11168,0
892,10920,0
892,11558,0
892,11559,0
892,11560,0
892,11168,0
892,11561,0
1561,1068,1
1561,10922,0
1561,10728,0
1561,9938,0
1561,20,0
1561,47,0
1561,8228,0
1561,145,0
1561,9718,0
1561,10595,0
1561,1040,0
1562,147,0
1562,20,0
1562,8228,0
1562,4604,0
1562,11562,0
1562,47,0
1562,11535,0
1563,1533,1
1563,10057,0
1563,8228,0
1563,9758,0
1563,47,0
1563,9719,0
1563,10956,0
1563,147,0
1564,1068,1
1564,765,0
1564,9705,0
1564,11563,0
1564,9829,0
1564,10991,0
1564,145,0
1565,103,1
1565,273,0
1565,9866,0
1565,11369,0
1565,93,0
1565,9971,0
1565,9738,0
1566,10637,0
1566,9792,0
1566,9825,0
1566,9888,0
1567,1151,1
1567,9832,0
1567,5509,0
1567,10740,0
1567,2470,0
1567,11564,0
1567,1151,0
1567,765,0
1567,11565,0
257,1568,1
257,1568,1
257,1114,0
257,11566,0
257,1586,0
257,1083,0
257,11567,0
257,9705,0
257,9758,0
257,9887,0
257,11369,0
257,9718,0
1569,9964,0
1569,4156,0
1569,11258,0
1569,9741,0
1569,9718,0
1569,1118,0
1569,10409,0
1569,9825,0
1569,9719,0
1569,147,1
1570,11568,0
1570,11567,0
1570,11569,0
1570,7554,0
1570,11009,0
1570,11570,0
1570,1070,1
1571,145,1
1571,9888,0
1571,9822,0
1571,9718,0
1571,11571,0
1571,10133,0
1571,9863,0
1571,9719,0
1571,11156,0
1571,718,0
1571,1118,0
1130,1572,1
1130,273,1
1130,11572,0
1130,9866,0
1130,11573,0
1150,306,1
1150,11574,0
1150,11040,0
1150,11575,0
1150,10920,0
1150,11576,0
1573,56,1
1573,47,0
1573,9964,0
1573,9955,0
1573,8228,0
1573,147,0
1573,9965,0
1573,20,0
1573,10223,0
1573,9887,0
1109,349,1
1109,11577,0
1109,47,0
1109,20,0
1109,93,0
1109,349,0
1109,273,0
1109,11578,0
1574,987,1
1574,9971,0
1574,10176,0
1574,11579,0
1574,9888,0
1574,9822,0
1574,9807,0
1574,9713,0
1575,20,1
1575,9949,0
1575,10057,0
1575,7554,0
1575,145,0
1575,10966,0
47,9887,0
47,10922,0
47,9807,0
47,10798,0
47,757,0
47,20,0
47,11580,0
47,9792,0
47,11581,0
47,445,1
47,158,1
1568,672,1
1568,9718,0
1568,11582,0
1568,11583,0
1568,11181,0
1568,832,0
1568,9741,0
1568,10970,0
1568,441,0
1568,10485,0
1568,10674,0
1568,9825,0
1576,341,1
1576,9718,0
1576,11584,0
1576,11581,0
1576,9940,0
1576,20,0
1576,1119,0
1576,11585,0
1576,10932,0
510,18,1
510,11361,0
510,10949,0
510,9822,0
510,765,0
510,9719,0
510,9888,0
1577,1578,1
1577,2216,0
1577,634,0
1577,9825,0
1577,10033,0
1577,9836,0
1577,1118,0
1579,1068,1
1579,9718,0
1579,147,0
1579,9741,0
1579,11586,0
1579,10062,0
1151,47,1
1151,1151,0
1151,11587,0
1151,11588,0
1151,10961,0
1580,129,1
1580,9718,0
1580,11194,0
1580,10146,0
1580,9851,0
1580,9705,0
1580,10598,0
1581,47,1
1581,392,0
1581,9862,0
1581,9792,0
1581,20,0
1581,9718,0
1581,9719,0
1581,11530,0
93,9915,0
93,9713,0
93,11589,0
93,11590,0
93,112,1
93,1014,1
93,41,1
349,1586,0
349,11586,0
349,1114,0
349,11591,0
349,11592,0
349,11593,0
349,11594,0
349,1911,0
349,317,1
349,1106,1
349,61,1
349,1100,1
349,1582,1
349,1583,1
349,1101,1
1584,445,1
1584,11595,0
1584,9866,0
1584,145,0
1584,9752,0
1584,9705,0
1190,1585,1
1190,9792,0
1190,10495,0
1190,10838,0
1190,11271,0
1190,11596,0
1190,11192,0
1190,10742,0
1137,1586,1
1137,1901,0
1137,11533,0
1137,11570,0
1137,8228,0
1137,349,0
1137,2411,0
1137,11597,0
1284,1587,1
1284,5053,0
1284,11321,0
1284,11598,0
1588,1581,1
1588,10975,0
1588,11599,0
1588,11393,0
1588,11600,0
1588,11535,0
1588,1848,0
1588,20,0
1589,1590,1
1589,10666,0
1589,1121,0
1589,10838,0
1589,1589,0
1589,392,0
1589,112,0
1589,10037,0
1591,93,1
1591,1151,0
1591,93,0
1592,47,1
1592,10817,0
1592,9718,0
1592,1070,0
1593,267,0
1593,9949,0
1593,1083,0
1593,11601,0
1593,11602,0
1593,145,0
1593,11603,0
1593,10973,0
1593,9836,0
1593,11604,0
1593,9718,0
1593,9792,0
1594,6,1
1594,11437,0
1594,9792,0
1149,349,1
1149,9741,0
1149,9719,0
1149,9718,0
1149,11023,0
1149,8228,0
1149,1119,0
1149,10548,0
1149,690,0
1149,10056,0
1149,11141,0
1595,47,1
1595,1070,0
1595,1236,0
1595,1901,0
1595,9976,0
1595,10056,0
1595,634,0
1595,20,0
1595,2470,0
1595,9719,0
1595,11605,0
1596,987,1
1596,9792,0
1596,3364,0
1596,11606,0
1596,9713,0
1596,11607,0
1596,11608,0
1596,10921,0
1596,10406,0
1597,47,1
1597,9847,0
1597,9776,0
1597,9862,0
1597,147,0
1597,9713,0
1597,20,0
1597,9707,0
1597,8228,0
1597,91,0
1598,11578,0
1598,9738,0
1598,9769,0
1598,10482,0
1598,11609,0
1598,11573,0
1598,226,0
1598,1109,1
1599,47,1
1599,1151,0
1599,9718,0
1599,8228,0
1599,47,0
1599,11564,0
1599,11217,0
1600,226,1
1600,20,0
1600,9718,0
1600,9943,0
1600,9705,0
1600,11610,0
1600,10666,0
1600,10595,0
1600,1118,0
1600,9825,0
1600,147,0
1601,10817,0
1601,11611,0
1601,144,0
1601,11433,0
1601,634,0
1601,1119,0
1601,11175,0
1601,1080,0
1601,9741,0
1601,634,1
1572,20,1
1572,7554,0
1572,8228,0
1572,10057,0
1602,1603,1
1602,1040,1
1602,1911,0
1602,11577,0
1602,11270,0
1602,349,0
1602,11612,0
1602,9712,0
1602,8228,0
1604,145,1
1604,9712,0
1604,9884,0
1604,20,0
1604,8228,0
1604,12,0
1604,10249,0
1604,10922,0
1604,9776,0
1604,9713,0
1605,1606,1
1605,349,1
1605,1119,0
1605,9976,0
1605,765,0
1605,1911,0
1605,10728,0
1605,11335,0
1605,11578,0
1605,11004,0
1605,9707,0
1607,163,1
1607,10956,0
1607,1119,0
1607,7554,0
1607,10056,0
1607,11613,0
1607,349,0
1607,4156,0
1607,11597,0
1607,8228,0
1607,145,0
1533,163,1
1533,9718,0
1533,47,0
1533,147,0
1533,8228,0
1533,11562,0
1533,20,0
1533,7554,0
1568,11181,0
1568,10970,0
1568,9719,0
1568,9825,0
1568,9807,0
1568,11090,0
1568,10485,0
1568,9888,0
1568,11583,0
1568,9718,0
1568,20,1
288,11575,0
288,1911,0
288,745,0
288,11614,0
288,11615,0
288,1118,0
288,10956,0
288,11616,0
288,11617,0
288,11618,0
288,20,1
1608,1609,1
1608,1387,1
1608,9719,0
1608,10671,0
1608,11482,0
1608,10136,0
1608,1387,0
1608,9748,0
1610,673,0
1610,1631,0
1610,10353,0
1610,11619,0
1610,10312,0
1610,10311,0
1610,1612,0
1610,11303,0
1610,10317,0
1610,10620,0
1610,318,1
1610,677,1
1610,669,1
1611,673,1
1611,10317,0
1611,10347,0
1611,9499,0
1611,9705,0
1611,9718,0
1611,10312,0
1611,239,0
1611,476,0
1611,10504,0
1611,10346,0
673,494,0
673,10452,0
673,10544,0
673,9943,0
673,10317,0
673,11620,0
673,10357,0
673,574,0
673,476,0
673,11621,0
673,1612,1
673,554,1
673,604,1
673,1613,1
673,646,1
673,1610,1
673,344,1
673,1614,1
673,1615,1
1616,41,1
1616,10166,0
1616,11622,0
1616,10336,0
1616,10066,0
1616,9738,0
1616,10355,0
1616,10345,0
1616,10466,0
1616,10439,0
1617,128,1
1617,574,0
1617,10344,0
1617,10352,0
1617,10466,0
1617,10345,0
1617,10162,0
1617,476,0
1617,2844,0
1617,10347,0
1618,10499,0
1618,10544,0
1618,476,0
1618,10356,0
1618,10345,0
1618,10559,0
1618,101,1
14,41,1
14,476,0
14,11623,0
14,10307,0
14,11393,0
14,10166,0
14,9718,0
14,10489,0
14,11624,0
505,507,1
505,10379,0
505,10344,0
505,87,0
505,24,0
1619,239,1
1619,112,0
1619,9863,0
1619,267,0
1619,476,0
1620,239,1
1620,239,0
1620,9718,0
1620,9863,0
1620,10104,0
1620,10411,0
1620,476,0
1620,9708,0
1620,9915,0
1621,317,1
1621,9718,0
1621,10727,0
1621,476,0
1621,9822,0
1621,9920,0
1621,11625,0
1621,10637,0
1621,10033,0
1621,4176,0
1621,441,0
603,310,1
603,6,1
603,425,1
603,1622,1
603,512,1
603,516,1
603,1623,1
603,9960,0
603,239,0
603,11624,0
603,1612,0
603,9863,0
603,10348,0
603,9769,0
603,11626,0
603,87,0
1493,476,1
1493,476,0
1493,9707,0
1493,9718,0
1493,2844,0
1493,709,0
1493,239,0
1493,10411,0
1493,10104,0
1624,174,1
1624,530,0
1624,476,0
1625,507,1
1625,10350,0
1625,10086,0
1625,11627,0
1625,10280,0
1625,9499,0
1625,9718,0
1625,10488,0
1625,10544,0
1626,10166,0
1626,10299,0
1626,10309,0
1626,10442,0
1626,9957,0
1626,10307,0
1626,2844,0
1626,10546,0
1626,478,1
659,112,1
659,11269,0
659,10332,0
659,9738,0
659,476,0
659,441,0
659,10263,0
659,129,0
659,709,0
659,9718,0
659,112,0
496,10350,0
496,9943,0
496,494,0
496,9949,0
496,10100,0
496,9718,0
496,11628,0
496,9944,0
496,10348,0
496,10317,0
496,507,1
1623,646,1
1623,10354,0
1623,10086,0
1623,11628,0
1623,10345,0
1623,10656,0
1623,10346,0
1623,476,0
1623,10355,0
1623,10466,0
536,256,1
536,603,1
536,319,1
536,480,1
536,1627,1
536,729,1
536,87,1
536,239,0
536,10286,0
536,10439,0
536,11629,0
536,10411,0
536,789,0
536,87,0
1628,504,1
1628,10563,0
1628,476,0
1628,9949,0
1628,267,0
1628,10605,0
1628,494,0
1629,10124,0
1629,10605,0
1629,8629,0
1629,10100,0
1629,9863,0
1629,441,0
1629,9915,0
1629,9718,0
1629,150,1
1629,478,1
1629,478,1
1630,494,1
1630,9718,0
1630,494,0
1630,2844,0
1630,10174,0
1630,8884,0
1630,476,0
1630,10791,0
1630,10485,0
575,10289,0
575,512,0
575,1612,0
575,10504,0
575,10086,0
575,10265,0
575,10347,0
575,476,0
575,239,0
575,516,1
575,239,1
575,319,1
575,267,1
575,33,1
575,588,1
575,425,1
575,344,1
575,1631,1
1632,130,1
1632,467,0
1632,10352,0
1632,10731,0
1632,11630,0
1633,703,1
1633,112,0
1633,11631,0
1633,11632,0
1633,411,0
1633,10819,0
1633,836,0
1633,11633,0
1633,5495,0
1633,11634,0
1634,1270,1
1634,267,1
1634,709,0
1634,476,0
1634,239,0
1634,441,0
1634,9718,0
1634,129,0
1634,11635,0
1634,10731,0
1634,87,0
678,150,1
678,41,0
678,476,0
678,602,0
678,10263,0
678,3,0
678,9920,0
678,9718,0
1635,530,1
1635,10299,0
1635,9929,0
1635,10166,0
1635,10100,0
1635,476,0
1635,709,0
1636,1465,1
1636,10594,0
1636,10049,0
1636,476,0
1637,10564,0
1637,10605,0
1637,9863,0
1637,10307,0
1637,10563,0
1637,709,0
1637,476,0
1637,10154,0
1637,150,1
1637,1638,1
1637,553,1
1637,1639,1
1637,536,1
1637,367,1
1637,1629,1
1640,6,1
1640,476,0
1640,709,0
1640,10798,0
1640,112,0
1640,9920,0
1640,9862,0
1640,9707,0
1640,267,0
1640,8735,0
1641,1642,1
1641,11636,0
1641,11637,0
1641,11638,0
1641,11639,0
1641,10785,0
1641,10482,0
1643,1644,1
1643,11323,0
1643,11420,0
1643,11638,0
1643,11640,0
1643,10785,0
1643,10482,0
1643,11641,0
1645,10870,0
1645,11642,0
1645,10553,0
1645,11643,0
1645,11644,0
1645,10223,0
1645,10124,0
1645,11645,0
1645,11646,0
1645,10215,0
1645,1646,1
1645,974,1
1645,975,1
1645,1647,1
1645,1648,1
1649,1650,1
1649,10565,0
1649,10492,0
1649,4524,0
1649,11647,0
1649,11648,0
982,149,1
982,239,0
982,10756,0
982,11649,0
982,9718,0
982,9705,0
982,10175,0
982,2844,0
1651,1648,1
1651,10154,0
1651,9943,0
1651,11642,0
1651,11650,0
1651,9718,0
1651,11651,0
1652,995,1
1652,1005,1
1652,530,0
1652,10492,0
1652,219,0
1652,10124,0
1652,10086,0
1652,239,0
1652,10856,0
1652,1061,0
1652,9822,0
1653,219,1
1653,219,0
1653,10766,0
1653,990,0
1653,972,0
1653,10322,0
1653,10558,0
1653,9819,0
1653,11652,0
999,998,1
999,990,0
999,10306,0
999,219,0
999,239,0
999,129,0
999,476,0
999,9819,0
999,4176,0
999,10299,0
1015,972,0
1015,10557,0
1015,1682,0
1015,11653,0
1015,219,0
1015,10831,0
1015,10492,0
1015,10558,0
1015,1654,1
1015,150,1
1015,943,1
1015,993,1
1655,1656,1
1655,11654,0
1655,219,0
1655,476,0
1655,10215,0
1655,11655,0
1655,11656,0
1655,1655,0
1655,10322,0
1655,1250,0
1657,1658,1
1657,10215,0
1657,9717,0
1657,9752,0
1657,11657,0
839,1659,1
839,1660,1
839,966,1
839,11658,0
839,11659,0
839,10312,0
839,10844,0
839,11660,0
839,11661,0
966,10843,0
966,1682,0
966,11648,0
966,10856,0
966,8222,0
966,922,1
966,1661,1
966,582,1
1662,979,1
1662,839,1
1662,932,1
1662,10557,0
1662,10558,0
1662,10492,0
1662,972,0
1663,1662,1
1663,10865,0
1663,8635,0
1663,11662,0
1663,112,0
1663,11663,0
1663,10856,0
1663,10854,0
1663,11664,0
1663,10322,0
692,10856,0
692,11648,0
692,9792,0
692,979,0
692,972,0
692,10911,0
692,10857,0
692,10845,0
692,10492,0
692,11660,0
692,10557,0
692,1656,1
692,839,1
692,538,1
692,922,1
692,1662,1
692,961,1
692,1664,1
1665,41,1
1665,112,0
1665,10558,0
1665,9792,0
1665,10845,0
1665,692,0
1665,10844,0
1665,10322,0
1665,11662,0
1665,10856,0
1665,10854,0
1665,10865,0
1666,219,1
1666,11255,0
1666,219,0
1666,10865,0
1666,11665,0
1666,11657,0
1666,11666,0
1666,10786,0
1666,11667,0
1667,692,1
1667,11374,0
1667,10558,0
1667,219,0
1667,602,0
1667,10492,0
1667,972,0
1667,10557,0
1667,10913,0
1668,10328,0
1668,239,0
1668,10309,0
1668,1662,0
1668,476,0
1668,11668,0
1668,11669,0
1668,10492,0
1668,219,0
1668,129,0
1668,10865,0
1668,129,1
1669,971,1
1669,11670,0
1669,10154,0
1669,979,0
1669,11671,0
1669,11672,0
1669,10856,0
1669,11673,0
1669,9861,0
1669,10557,0
1669,10558,0
1670,1671,1
1670,1672,1
1670,10767,0
1670,10856,0
1670,9758,0
1670,10857,0
1670,10328,0
1670,10492,0
1670,11668,0
1673,1674,1
1673,571,1
1673,1675,1
1673,1676,1
1673,1677,1
1673,1145,1
1673,2701,0
1673,11674,0
1673,11675,0
1673,11373,0
1673,11676,0
1673,10857,0
1673,11658,0
1678,1247,1
1678,11677,0
1678,10301,0
1678,11678,0
1679,1680,1
1679,1681,1
1679,1648,1
1679,1250,1
1679,11642,0
1679,11643,0
1679,11679,0
1682,219,0
1682,9705,0
1682,11648,0
1682,1682,0
1682,10558,0
1682,10492,0
1682,11680,0
1682,10557,0
1682,11681,0
1682,11682,0
1682,937,1
1451,10492,0
1451,10856,0
1451,10557,0
1451,11683,0
1451,10797,0
1451,10797,0
1451,10857,0
1451,10558,0
1451,10593,0
1451,11680,0
1451,1683,1
538,219,0
538,10846,0
538,9705,0
538,11435,0
538,972,0
538,10558,0
538,9915,0
538,11684,0
538,1682,0
538,10492,0
538,972,1
1684,1241,1
1684,11684,0
1684,11685,0
1684,11686,0
1684,1696,0
1684,11687,0
1685,1013,1
1685,10887,0
1685,5488,0
1685,1688,0
1686,947,1
1686,967,1
1686,10880,0
1686,219,0
1686,10865,0
1686,10185,0
582,9813,0
582,267,0
582,10876,0
582,10873,0
582,10557,0
582,9718,0
582,1026,1
1687,967,1
1687,285,1
1687,9758,0
1687,10185,0
1687,219,0
1687,10100,0
1687,112,0
1687,10865,0
1688,119,1
1688,9920,0
1688,1688,0
1688,11688,0
1688,10175,0
1688,112,0
1688,9862,0
1689,534,1
1689,9754,0
1689,9718,0
1689,476,0
1689,10086,0
1689,9836,0
1689,11689,0
1689,10292,0
1689,534,1
1689,10086,0
1689,476,0
1689,9718,0
1689,11689,0
1689,9754,0
1689,9836,0
534,169,1
534,169,0
534,3,0
534,11306,0
534,11690,0
534,10766,0
1690,6,1
1690,9821,0
1690,219,0
